Date,Open,High,Low,Close,Volume,sentiment,signal,equity
2025-06-27,497.55,499.3,493.03,495.94,34539236.0,0.0,Hold,1.1836290981160016
2025-06-30,497.04,500.76,495.33,497.41,28368991.0,0.0,Hold,1.187137455526637
2025-07-01,496.47,498.05,490.98,492.05,19945375.0,0.0,Hold,1.1743450774851365
2025-07-02,489.99,493.5,488.7,491.09,16319641.0,0.0,Hold,1.172053905298599
2025-07-03,493.81,500.13,493.44,498.84,13984829.0,0.0,Hold,1.1905503474294998
2025-07-07,497.38,498.75,495.225,497.72,13981605.0,0.0,Hold,1.187877313211873
2025-07-08,497.24,498.2,494.11,496.62,11846586.0,0.0,Hold,1.1852520117481322
2025-07-09,500.3,506.78,499.74,503.51,18659538.0,0.0,Hold,1.2016959454619267
2025-07-10,503.05,504.44,497.75,501.48,16498740.0,0.0,Hold,1.196851070942478
2025-07-11,498.47,505.03,497.795,503.32,16459512.0,0.0,Hold,1.201242484300008
2025-07-14,501.515,503.97,501.03,503.02,12058848.0,0.0,Hold,1.200526492991715
2025-07-15,503.02,508.3,502.79,505.82,14927202.0,0.0,Hold,1.2072090785357825
2025-07-16,505.18,506.72,501.89,505.62,15154374.0,0.0,Hold,1.2067317509969204
2025-07-17,505.68,513.37,505.62,511.7,17503129.0,0.0,Hold,1.2212425081783238
2025-07-18,514.48,514.64,507.43,510.05,21209666.0,0.0,Hold,1.2173045559827127
2025-07-21,506.705,512.09,505.55,510.06,14066805.0,0.0,Hold,1.2173284223596557
2025-07-22,510.97,511.2,505.27,505.27,13868644.0,0.0,Hold,1.2058964278039117
2025-07-23,506.75,506.79,500.7,505.87,16396585.0,0.0,Hold,1.2073284104204975
2025-07-24,508.77,513.67,507.3,510.88,16107000.0,0.0,Hold,1.2192854652689895
2025-07-25,512.465,518.29,510.3592,513.71,19125699.0,0.0,Hold,1.2260396499438861
2025-07-28,514.08,515.0,510.12,512.5,14308027.0,0.0,Hold,1.223151818333771
2025-07-29,515.53,517.62,511.56,512.57,16469235.0,0.0,Hold,1.223318882972373
2025-07-30,515.17,515.95,509.435,513.24,26380434.0,0.0,Hold,1.2249179302275603
2025-07-31,555.225,555.45,531.9,533.5,51617326.0,0.0,Hold,1.273271209914277
2025-08-01,535.0,535.8,520.86,524.11,28977628.0,0.0,Hold,1.250860681964708
2025-08-04,528.27,538.25,528.13,535.64,25349004.0,0.0,Hold,1.2783786145800997
2025-08-05,537.18,537.3,527.24,527.75,19171569.0,0.0,Hold,1.2595480431719954
2025-08-06,530.9,531.7,524.03,524.94,21355702.0,0.0,Hold,1.252841591250985
2025-08-07,526.8,528.09,517.5511,520.84,16079144.0,0.0,Hold,1.2430563767043146
2025-08-08,522.6,524.66,519.41,522.04,15531009.0,0.0,Hold,1.2459203419374862
2025-08-11,522.3,527.59,519.72,521.77,20194372.0,0.0,Hold,1.2452759497600225
2025-08-12,523.75,530.98,522.7,529.24,18688921.0,0.0,Hold,1.2631041333365167
2025-08-13,532.11,532.7,519.37,520.58,19619160.0,0.0,Hold,1.242435850903794
2025-08-14,522.56,525.9499,520.14,522.48,20269074.0,0.0,Hold,1.2469704625229827
2025-08-15,522.77,526.1,519.08,520.17,25213272.0,0.0,Hold,1.241457329449127
2025-08-18,521.585,522.82,514.02,517.1,23760583.0,0.0,Hold,1.234130351727596
2025-08-19,515.0,515.1641,508.55,509.77,21481016.0,0.0,Hold,1.2166362974283051
2025-08-20,509.865,511.0,504.44,505.72,27723025.0,0.0,Hold,1.2069704147663505
2025-08-21,503.69,507.63,502.7201,504.24,18443254.0,0.0,Hold,1.203438190978772
2025-08-22,504.25,510.73,502.41,507.23,24324161.0,0.0,Hold,1.2105742376847584
2025-08-25,506.63,508.19,504.12,504.26,21638579.0,0.0,Hold,1.203485923732658
2025-08-26,504.355,504.9778,498.51,502.04,30835709.0,0.0,Hold,1.1981875880512904
2025-08-27,502.0,507.29,499.9,506.74,17277893.0,0.0,Hold,1.2094047852145464
2025-08-28,507.09,511.09,505.5,509.64,18015593.0,0.0,Hold,1.2163260345280449
2025-08-29,508.66,509.6,504.4915,506.69,20961569.0,0.0,Hold,1.209285453329831
